Date	Open*	High	Low	Close**	Volume	Market Cap
Jul 22, 2018	0.035544	0.036340	0.035062	0.035123	189,921,000	2,336,920,000
Jul 21, 2018	0.034935	0.036313	0.033992	0.035603	210,057,000	2,296,900,000
Jul 20, 2018	0.037903	0.037903	0.034592	0.034906	225,139,000	2,492,020,000
Jul 19, 2018	0.039456	0.039457	0.037504	0.037917	259,097,000	2,594,160,000
Jul 18, 2018	0.039645	0.043077	0.039130	0.039661	284,601,000	2,606,610,000
Jul 17, 2018	0.037455	0.040547	0.036155	0.039759	228,397,000	2,462,560,000
Jul 16, 2018	0.034404	0.037521	0.034178	0.037521	211,212,000	2,261,990,000
Jul 15, 2018	0.033421	0.034954	0.033167	0.034364	180,511,000	2,197,370,000
Jul 14, 2018	0.033293	0.033829	0.032666	0.033429	170,704,000	2,188,960,000
Jul 13, 2018	0.032278	0.034455	0.032278	0.033340	179,488,000	2,122,240,000
Jul 12, 2018	0.033570	0.033570	0.031399	0.032228	162,157,000	2,207,150,000
Jul 11, 2018	0.033524	0.034532	0.032878	0.033578	173,037,000	2,204,130,000
Jul 10, 2018	0.035826	0.036056	0.032816	0.033588	132,760,000	2,355,490,000
Jul 09, 2018	0.037103	0.037164	0.035782	0.035798	144,390,000	2,439,420,000
Jul 08, 2018	0.038310	0.038588	0.037046	0.037100	104,921,000	2,518,800,000
Jul 07, 2018	0.036927	0.038334	0.036107	0.038334	96,368,300	2,427,890,000
Jul 06, 2018	0.037843	0.037926	0.035300	0.036975	119,639,000	2,488,130,000
Jul 05, 2018	0.039199	0.039767	0.037406	0.037861	118,836,000	2,577,280,000
Jul 04, 2018	0.038852	0.040240	0.037468	0.038895	132,730,000	2,554,430,000
Jul 03, 2018	0.039529	0.040739	0.038495	0.038867	182,019,000	2,598,920,000
Jul 02, 2018	0.037643	0.040467	0.037049	0.039529	174,377,000	2,474,970,000
Jul 01, 2018	0.038439	0.038719	0.036936	0.037885	112,292,000	2,527,290,000
Jun 30, 2018	0.037279	0.040002	0.037172	0.038423	182,466,000	2,451,030,000
